data,id_regiao_administrativa,subcategoria,total_chamados
2024-05-18,RA_21,Saúde (PIC),4
2024-05-18,RA_21,Iluminação Pública,2
2024-05-18,RA_21,Transportes,3
2024-05-18,RA_22,Conservação e Limpeza,6
2024-05-18,RA_22,Saúde (PIC),3
2024-05-18,RA_22,Iluminação Pública,2
2024-05-18,RA_22,Transportes,3
2024-05-18,RA_23,Conservação e Limpeza,5
2024-05-18,RA_23,Saúde (PIC),0
2024-05-18,RA_23,Iluminação Pública,1
2024-05-18,RA_23,Transportes,3
2024-05-18,RA_24,Conservação e Limpeza,6
2024-05-18,RA_24,Saúde (PIC),2
2024-05-18,RA_24,Iluminação Pública,3
2024-05-18,RA_24,Transportes,2
2024-05-18,RA_25,Conservação e Limpeza,3
2024-05-18,RA_25,Saúde (PIC),4
2024-05-18,RA_25,Iluminação Pública,2
2024-05-18,RA_25,Transportes,1
2024-05-18,RA_26,Conservação e Limpeza,4
2024-05-18,RA_26,Saúde (PIC),0
2024-05-18,RA_26,Iluminação Pública,5
2024-05-18,RA_26,Transportes,3
2024-05-18,RA_27,Conservação e Limpeza,4
2024-05-18,RA_27,Saúde (PIC),4
2024-05-18,RA_27,Iluminação Pública,3
2024-05-18,RA_27,Transportes,4
2024-05-18,RA_28,Conservação e Limpeza,7
2024-05-18,RA_28,Saúde (PIC),1
2024-05-18,RA_28,Iluminação Pública,3
2024-05-18,RA_28,Transportes,2
2024-05-18,RA_29,Conservação e Limpeza,2
2024-05-18,RA_29,Saúde (PIC),3
2024-05-18,RA_29,Iluminação Pública,3
2024-05-18,RA_29,Transportes,5
2024-05-18,RA_30,Conservação e Limpeza,2
2024-05-18,RA_30,Saúde (PIC),5
2024-05-18,RA_30,Iluminação Pública,8
2024-05-18,RA_30,Transportes,5
2024-05-18,RA_31,Conservação e Limpeza,4
2024-05-18,RA_31,Saúde (PIC),2
2024-05-18,RA_31,Iluminação Pública,6
2024-05-18,RA_31,Transportes,3
2024-05-18,RA_32,Conservação e Limpeza,3
2024-05-18,RA_32,Saúde (PIC),3
2024-05-18,RA_32,Iluminação Pública,3
2024-05-18,RA_32,Transportes,3
2024-05-18,RA_33,Conservação e Limpeza,1
2024-05-18,RA_33,Saúde (PIC),3
2024-05-18,RA_33,Iluminação Pública,5
2024-05-18,RA_33,Transportes,6
2024-05-19,RA_1,Conservação e Limpeza,0
2024-05-19,RA_1,Saúde (PIC),1
2024-05-19,RA_1,Iluminação Pública,0
2024-05-19,RA_1,Transportes,0
2024-05-19,RA_2,Conservação e Limpeza,5
2024-05-19,RA_2,Saúde (PIC),1
2024-05-19,RA_2,Iluminação Pública,2
2024-05-19,RA_2,Transportes,3
2024-05-19,RA_3,Conservação e Limpeza,3
2024-05-19,RA_3,Saúde (PIC),2
2024-05-19,RA_3,Iluminação Pública,3
2024-05-19,RA_3,Transportes,2
2024-05-19,RA_4,Conservação e Limpeza,1
2024-05-19,RA_4,Saúde (PIC),0
2024-05-19,RA_4,Iluminação Pública,4
2024-05-19,RA_4,Transportes,1
2024-05-19,RA_5,Conservação e Limpeza,3
2024-05-19,RA_5,Saúde (PIC),1
2024-05-19,RA_5,Iluminação Pública,6
2024-05-19,RA_5,Transportes,2
2024-05-19,RA_6,Conservação e Limpeza,2
2024-05-19,RA_6,Saúde (PIC),5
2024-05-19,RA_6,Iluminação Pública,2
2024-05-19,RA_6,Transportes,3
2024-05-19,RA_7,Conservação e Limpeza,3
2024-05-19,RA_7,Saúde (PIC),0
2024-05-19,RA_7,Iluminação Pública,7
2024-05-19,RA_7,Transportes,2
2024-05-19,RA_8,Conservação e Limpeza,1
2024-05-19,RA_8,Saúde (PIC),3
2024-05-19,RA_8,Iluminação Pública,5
2024-05-19,RA_8,Transportes,4
2024-05-19,RA_9,Conservação e Limpeza,1
2024-05-19,RA_9,Saúde (PIC),0
2024-05-19,RA_9,Iluminação Pública,5
2024-05-19,RA_9,Transportes,2
2024-05-19,RA_10,Conservação e Limpeza,2
2024-05-19,RA_10,Saúde (PIC),2
2024-05-19,RA_10,Iluminação Pública,7
2024-05-19,RA_10,Transportes,2
2024-05-19,RA_11,Conservação e Limpeza,2
2024-05-19,RA_11,Saúde (PIC),2
2024-05-19,RA_11,Iluminação Pública,2
2024-05-19,RA_11,Transportes,4
2024-05-19,RA_12,Conservação e Limpeza,5
2024-05-19,RA_12,Saúde (PIC),3
2024-05-19,RA_12,Iluminação Pública,2
2024-05-19,RA_12,Transportes,3
2024-05-19,RA_13,Conservação e Limpeza,5
2024-05-19,RA_13,Saúde (PIC),1
2024-05-19,RA_13,Iluminação Pública,4
2024-05-19,RA_13,Transportes,1
2024-05-19,RA_14,Conservação e Limpeza,2
2024-05-19,RA_14,Saúde (PIC),6
2024-05-19,RA_14,Iluminação Pública,5
2024-05-19,RA_14,Transportes,5
2024-05-19,RA_15,Conservação e Limpeza,3
2024-05-19,RA_15,Saúde (PIC),3
2024-05-19,RA_15,Iluminação Pública,0
2024-05-19,RA_15,Transportes,2
2024-05-19,RA_16,Conservação e Limpeza,6
2024-05-19,RA_16,Saúde (PIC),3
2024-05-19,RA_16,Iluminação Pública,3
2024-05-19,RA_16,Transportes,2
2024-05-19,RA_17,Conservação e Limpeza,3
2024-05-19,RA_17,Saúde (PIC),2
2024-05-19,RA_17,Iluminação Pública,5
2024-05-19,RA_17,Transportes,6
2024-05-19,RA_18,Conservação e Limpeza,4
2024-05-19,RA_18,Saúde (PIC),7
2024-05-19,RA_18,Iluminação Pública,6
2024-05-19,RA_18,Transportes,3
2024-05-19,RA_19,Conservação e Limpeza,4
2024-05-19,RA_19,Saúde (PIC),2
2024-05-19,RA_19,Iluminação Pública,3
2024-05-19,RA_19,Transportes,1
2024-05-19,RA_20,Conservação e Limpeza,4
2024-05-19,RA_20,Saúde (PIC),4
2024-05-19,RA_20,Iluminação Pública,8
2024-05-19,RA_20,Transportes,2
2024-05-19,RA_21,Conservação e Limpeza,2
2024-05-19,RA_21,Saúde (PIC),6
2024-05-19,RA_21,Iluminação Pública,8
2024-05-19,RA_21,Transportes,6
2024-05-19,RA_22,Conservação e Limpeza,4
2024-05-19,RA_22,Saúde (PIC),6
2024-05-19,RA_22,Iluminação Pública,3
2024-05-19,RA_22,Transportes,1
2024-05-19,RA_23,Conservação e Limpeza,2
2024-05-19,RA_23,Saúde (PIC),2
2024-05-19,RA_23,Iluminação Pública,3
2024-05-19,RA_23,Transportes,6
2024-05-19,RA_24,Conservação e Limpeza,6
2024-05-19,RA_24,Saúde (PIC),2
2024-05-19,RA_24,Iluminação Pública,3
2024-05-19,RA_24,Transportes,2
2024-05-19,RA_25,Conservação e Limpeza,5
2024-05-19,RA_25,Saúde (PIC),3
2024-05-19,RA_25,Iluminação Pública,3
2024-05-19,RA_25,Transportes,3
2024-05-19,RA_26,Conservação e Limpeza,8
2024-05-19,RA_26,Saúde (PIC),4
2024-05-19,RA_26,Iluminação Pública,4
2024-05-19,RA_26,Transportes,1
2024-05-19,RA_27,Conservação e Limpeza,2
2024-05-19,RA_27,Saúde (PIC),6
2024-05-19,RA_27,Iluminação Pública,4
2024-05-19,RA_27,Transportes,5
2024-05-19,RA_28,Conservação e Limpeza,2
2024-05-19,RA_28,Saúde (PIC),4
2024-05-19,RA_28,Iluminação Pública,5
2024-05-19,RA_28,Transportes,5
2024-05-19,RA_29,Conservação e Limpeza,2
2024-05-19,RA_29,Saúde (PIC),3
2024-05-19,RA_29,Iluminação Pública,2
2024-05-19,RA_29,Transportes,4
2024-05-19,RA_30,Conservação e Limpeza,6
2024-05-19,RA_30,Saúde (PIC),5
2024-05-19,RA_30,Iluminação Pública,2
2024-05-19,RA_30,Transportes,3
2024-05-19,RA_31,Conservação e Limpeza,5
2024-05-19,RA_31,Saúde (PIC),4
2024-05-19,RA_31,Iluminação Pública,5
2024-05-19,RA_31,Transportes,3
2024-05-19,RA_32,Conservação e Limpeza,1
2024-05-19,RA_32,Saúde (PIC),1
2024-05-19,RA_32,Iluminação Pública,3
2024-05-19,RA_32,Transportes,3
2024-05-19,RA_33,Conservação e Limpeza,4
2024-05-19,RA_33,Saúde (PIC),2
2024-05-19,RA_33,Iluminação Pública,2
2024-05-19,RA_33,Transportes,4
2024-05-20,RA_1,Conservação e Limpeza,5
2024-05-20,RA_1,Saúde (PIC),7
2024-05-20,RA_1,Iluminação Pública,1
2024-05-20,RA_1,Transportes,2
2024-05-20,RA_2,Conservação e Limpeza,2
2024-05-20,RA_2,Saúde (PIC),5
2024-05-20,RA_2,Iluminação Pública,3
2024-05-20,RA_2,Transportes,4
2024-05-20,RA_3,Conservação e Limpeza,4
2024-05-20,RA_3,Saúde (PIC),2
2024-05-20,RA_3,Iluminação Pública,5
2024-05-20,RA_3,Transportes,7
2024-05-20,RA_4,Conservação e Limpeza,5
2024-05-20,RA_4,Saúde (PIC),7
2024-05-20,RA_4,Iluminação Pública,3
2024-05-20,RA_4,Transportes,4
2024-05-20,RA_5,Conservação e Limpeza,7
2024-05-20,RA_5,Saúde (PIC),6
2024-05-20,RA_5,Iluminação Pública,3
2024-05-20,RA_5,Transportes,2
2024-05-20,RA_6,Conservação e Limpeza,5
2024-05-20,RA_6,Saúde (PIC),2
2024-05-20,RA_6,Iluminação Pública,5
2024-05-20,RA_6,Transportes,5
2024-05-20,RA_7,Conservação e Limpeza,3
2024-05-20,RA_7,Saúde (PIC),7
2024-05-20,RA_7,Iluminação Pública,3
2024-05-20,RA_7,Transportes,5
2024-05-20,RA_8,Conservação e Limpeza,4
2024-05-20,RA_8,Saúde (PIC),4
2024-05-20,RA_8,Iluminação Pública,4
2024-05-20,RA_8,Transportes,1
2024-05-20,RA_9,Conservação e Limpeza,6
2024-05-20,RA_9,Saúde (PIC),6
2024-05-20,RA_9,Iluminação Pública,3
2024-05-20,RA_9,Transportes,2
2024-05-20,RA_10,Conservação e Limpeza,6
2024-05-20,RA_10,Saúde (PIC),3
2024-05-20,RA_10,Iluminação Pública,4
2024-05-20,RA_10,Transportes,6
2024-05-20,RA_11,Conservação e Limpeza,3
2024-05-20,RA_11,Saúde (PIC),4
2024-05-20,RA_11,Iluminação Pública,5
2024-05-20,RA_11,Transportes,3
2024-05-20,RA_12,Conservação e Limpeza,9
2024-05-20,RA_12,Saúde (PIC),4
2024-05-20,RA_12,Iluminação Pública,5
2024-05-20,RA_12,Transportes,7
2024-05-20,RA_13,Conservação e Limpeza,3
2024-05-20,RA_13,Saúde (PIC),1
2024-05-20,RA_13,Iluminação Pública,3
2024-05-20,RA_13,Transportes,7
2024-05-20,RA_14,Conservação e Limpeza,1
2024-05-20,RA_14,Saúde (PIC),3
2024-05-20,RA_14,Iluminação Pública,5
2024-05-20,RA_14,Transportes,4
2024-05-20,RA_15,Conservação e Limpeza,5
2024-05-20,RA_15,Saúde (PIC),6
2024-05-20,RA_15,Iluminação Pública,6
2024-05-20,RA_15,Transportes,3
2024-05-20,RA_16,Conservação e Limpeza,5
2024-05-20,RA_16,Saúde (PIC),6
2024-05-20,RA_16,Iluminação Pública,5
2024-05-20,RA_16,Transportes,7
2024-05-20,RA_17,Conservação e Limpeza,6
2024-05-20,RA_17,Saúde (PIC),4
2024-05-20,RA_17,Iluminação Pública,5
2024-05-20,RA_17,Transportes,3
2024-05-20,RA_18,Conservação e Limpeza,4
2024-05-20,RA_18,Saúde (PIC),6
2024-05-20,RA_18,Iluminação Pública,3
2024-05-20,RA_18,Transportes,6
2024-05-20,RA_19,Conservação e Limpeza,5
2024-05-20,RA_19,Saúde (PIC),3
2024-05-20,RA_19,Iluminação Pública,5
2024-05-20,RA_19,Transportes,7
2024-05-20,RA_20,Conservação e Limpeza,5
2024-05-20,RA_20,Saúde (PIC),5
2024-05-20,RA_20,Iluminação Pública,13
2024-05-20,RA_20,Transportes,5
2024-05-20,RA_21,Conservação e Limpeza,3
2024-05-20,RA_21,Saúde (PIC),7
2024-05-20,RA_21,Iluminação Pública,9
2024-05-20,RA_21,Transportes,5
2024-05-20,RA_22,Conservação e Limpeza,4
2024-05-20,RA_22,Saúde (PIC),6
2024-05-20,RA_22,Iluminação Pública,2
2024-05-20,RA_22,Transportes,5
2024-05-20,RA_23,Conservação e Limpeza,5
2024-05-20,RA_23,Saúde (PIC),2
2024-05-20,RA_23,Iluminação Pública,3
2024-05-20,RA_23,Transportes,3
2024-05-20,RA_24,Conservação e Limpeza,6
2024-05-20,RA_24,Saúde (PIC),4
2024-05-20,RA_24,Iluminação Pública,9
2024-05-20,RA_24,Transportes,4
2024-05-20,RA_25,Conservação e Limpeza,5
2024-05-20,RA_25,Saúde (PIC),3
2024-05-20,RA_25,Iluminação Pública,8
2024-05-20,RA_25,Transportes,6
2024-05-20,RA_26,Conservação e Limpeza,4
2024-05-20,RA_26,Saúde (PIC),6
2024-05-20,RA_26,Iluminação Pública,4
2024-05-20,RA_26,Transportes,6
2024-05-20,RA_27,Conservação e Limpeza,6
2024-05-20,RA_27,Saúde (PIC),4
2024-05-20,RA_27,Iluminação Pública,6
2024-05-20,RA_27,Transportes,6
2024-05-20,RA_28,Conservação e Limpeza,7
2024-05-20,RA_28,Saúde (PIC),1
2024-05-20,RA_28,Iluminação Pública,2
2024-05-20,RA_28,Transportes,8
2024-05-20,RA_29,Conservação e Limpeza,5
2024-05-20,RA_29,Saúde (PIC),9
2024-05-20,RA_29,Iluminação Pública,4
2024-05-20,RA_29,Transportes,5
2024-05-20,RA_30,Conservação e Limpeza,4
2024-05-20,RA_30,Saúde (PIC),7
2024-05-20,RA_30,Iluminação Pública,7
2024-05-20,RA_30,Transportes,5
2024-05-20,RA_31,Conservação e Limpeza,3
2024-05-20,RA_31,Saúde (PIC),8
2024-05-20,RA_31,Iluminação Pública,8
2024-05-20,RA_31,Transportes,3
2024-05-20,RA_32,Conservação e Limpeza,9
2024-05-20,RA_32,Saúde (PIC),2
2024-05-20,RA_32,Iluminação Pública,5
2024-05-20,RA_32,Transportes,9
2024-05-20,RA_33,Conservação e Limpeza,6
2024-05-20,RA_33,Saúde (PIC),2
2024-05-20,RA_33,Iluminação Pública,3
2024-05-20,RA_33,Transportes,7
2024-05-21,RA_1,Conservação e Limpeza,3
2024-05-21,RA_1,Saúde (PIC),3
2024-05-21,RA_1,Iluminação Pública,4
2024-05-21,RA_1,Transportes,1
2024-05-21,RA_2,Conservação e Limpeza,1
2024-05-21,RA_2,Saúde (PIC),4
2024-05-21,RA_2,Iluminação Pública,4
2024-05-21,RA_2,Transportes,4
2024-05-21,RA_3,Conservação e Limpeza,6
2024-05-21,RA_3,Saúde (PIC),5
2024-05-21,RA_3,Iluminação Pública,3
2024-05-21,RA_3,Transportes,2
2024-05-21,RA_4,Conservação e Limpeza,3
2024-05-21,RA_4,Saúde (PIC),2
2024-05-21,RA_4,Iluminação Pública,8
2024-05-21,RA_4,Transportes,3
2024-05-21,RA_5,Conservação e Limpeza,6
2024-05-21,RA_5,Saúde (PIC),5
2024-05-21,RA_5,Iluminação Pública,8
2024-05-21,RA_5,Transportes,2
2024-05-21,RA_6,Conservação e Limpeza,5
2024-05-21,RA_6,Saúde (PIC),5
2024-05-21,RA_6,Iluminação Pública,6
2024-05-21,RA_6,Transportes,4
2024-05-21,RA_7,Conservação e Limpeza,5
2024-05-21,RA_7,Saúde (PIC),1
2024-05-21,RA_7,Iluminação Pública,6
2024-05-21,RA_7,Transportes,4
2024-05-21,RA_8,Conservação e Limpeza,2
2024-05-21,RA_8,Saúde (PIC),3
2024-05-21,RA_8,Iluminação Pública,8
2024-05-21,RA_8,Transportes,6
2024-05-21,RA_9,Conservação e Limpeza,6
2024-05-21,RA_9,Saúde (PIC),6
2024-05-21,RA_9,Iluminação Pública,3
2024-05-21,RA_9,Transportes,6
2024-05-21,RA_10,Conservação e Limpeza,6
2024-05-21,RA_10,Saúde (PIC),3
2024-05-21,RA_10,Iluminação Pública,4
2024-05-21,RA_10,Transportes,7
2024-05-21,RA_11,Conservação e Limpeza,5
2024-05-21,RA_11,Saúde (PIC),8
2024-05-21,RA_11,Iluminação Pública,2
2024-05-21,RA_11,Transportes,3
2024-05-21,RA_12,Conservação e Limpeza,4
2024-05-21,RA_12,Saúde (PIC),5
2024-05-21,RA_12,Iluminação Pública,6
2024-05-21,RA_12,Transportes,3
2024-05-21,RA_13,Conservação e Limpeza,4
2024-05-21,RA_13,Saúde (PIC),5
2024-05-21,RA_13,Iluminação Pública,7
2024-05-21,RA_13,Transportes,4
2024-05-21,RA_14,Conservação e Limpeza,6
2024-05-21,RA_14,Saúde (PIC),4
2024-05-21,RA_14,Iluminação Pública,2
2024-05-21,RA_14,Transportes,6
2024-05-21,RA_15,Conservação e Limpeza,6
2024-05-21,RA_15,Saúde (PIC),6
2024-05-21,RA_15,Iluminação Pública,2
2024-05-21,RA_15,Transportes,5
2024-05-21,RA_16,Conservação e Limpeza,4
2024-05-21,RA_16,Saúde (PIC),5
2024-05-21,RA_16,Iluminação Pública,9
2024-05-21,RA_16,Transportes,8
2024-05-21,RA_17,Conservação e Limpeza,5
2024-05-21,RA_17,Saúde (PIC),8
2024-05-21,RA_17,Iluminação Pública,5
2024-05-21,RA_17,Transportes,5
2024-05-21,RA_18,Conservação e Limpeza,5
2024-05-21,RA_18,Saúde (PIC),6
2024-05-21,RA_18,Iluminação Pública,4
2024-05-21,RA_18,Transportes,2
2024-05-21,RA_19,Conservação e Limpeza,8
2024-05-21,RA_19,Saúde (PIC),6
2024-05-21,RA_19,Iluminação Pública,3
2024-05-21,RA_19,Transportes,4
2024-05-21,RA_20,Conservação e Limpeza,4
2024-05-21,RA_20,Saúde (PIC),8
2024-05-21,RA_20,Iluminação Pública,4
2024-05-21,RA_20,Transportes,8
2024-05-21,RA_21,Conservação e Limpeza,4
2024-05-21,RA_21,Saúde (PIC),5
2024-05-21,RA_21,Iluminação Pública,4
2024-05-21,RA_21,Transportes,4
2024-05-21,RA_22,Conservação e Limpeza,7
2024-05-21,RA_22,Saúde (PIC),8
2024-05-21,RA_22,Iluminação Pública,11
2024-05-21,RA_22,Transportes,3
2024-05-21,RA_23,Conservação e Limpeza,13
2024-05-21,RA_23,Saúde (PIC),4
2024-05-21,RA_23,Iluminação Pública,6
2024-05-21,RA_23,Transportes,2
2024-05-21,RA_24,Conservação e Limpeza,5
2024-05-21,RA_24,Saúde (PIC),5
2024-05-21,RA_24,Iluminação Pública,2
2024-05-21,RA_24,Transportes,4
2024-05-21,RA_25,Conservação e Limpeza,4
2024-05-21,RA_25,Saúde (PIC),4
2024-05-21,RA_25,Iluminação Pública,8
2024-05-21,RA_25,Transportes,8
2024-05-21,RA_26,Conservação e Limpeza,7
2024-05-21,RA_26,Saúde (PIC),4
2024-05-21,RA_26,Iluminação Pública,6
2024-05-21,RA_26,Transportes,2
2024-05-21,RA_27,Conservação e Limpeza,5
2024-05-21,RA_27,Saúde (PIC),8
2024-05-21,RA_27,Iluminação Pública,3
2024-05-21,RA_27,Transportes,4
2024-05-21,RA_28,Conservação e Limpeza,5
2024-05-21,RA_28,Saúde (PIC),3
2024-05-21,RA_28,Iluminação Pública,7
2024-05-21,RA_28,Transportes,11
2024-05-21,RA_29,Conservação e Limpeza,8
2024-05-21,RA_29,Saúde (PIC),4
2024-05-21,RA_29,Iluminação Pública,8
2024-05-21,RA_29,Transportes,5
2024-05-21,RA_30,Conservação e Limpeza,9
2024-05-21,RA_30,Saúde (PIC),7
2024-05-21,RA_30,Iluminação Pública,3
2024-05-21,RA_30,Transportes,4
2024-05-21,RA_31,Conservação e Limpeza,7
2024-05-21,RA_31,Saúde (PIC),5
2024-05-21,RA_31,Iluminação Pública,6
2024-05-21,RA_31,Transportes,8
2024-05-21,RA_32,Conservação e Limpeza,4
2024-05-21,RA_32,Saúde (PIC),6
2024-05-21,RA_32,Iluminação Pública,4
2024-05-21,RA_32,Transportes,8
2024-05-21,RA_33,Conservação e Limpeza,8
2024-05-21,RA_33,Saúde (PIC),3
2024-05-21,RA_33,Iluminação Pública,9
2024-05-21,RA_33,Transportes,7
2024-05-22,RA_1,Conservação e Limpeza,5
2024-05-22,RA_1,Saúde (PIC),4
2024-05-22,RA_1,Iluminação Pública,5
2024-05-22,RA_1,Transportes,6
2024-05-22,RA_2,Conservação e Limpeza,0
2024-05-22,RA_2,Saúde (PIC),0
2024-05-22,RA_2,Iluminação Pública,4
2024-05-22,RA_2,Transportes,6
2024-05-22,RA_3,Conservação e Limpeza,2
2024-05-22,RA_3,Saúde (PIC),6
2024-05-22,RA_3,Iluminação Pública,5
2024-05-22,RA_3,Transportes,3
2024-05-22,RA_4,Conservação e Limpeza,4
2024-05-22,RA_4,Saúde (PIC),3
2024-05-22,RA_4,Iluminação Pública,8
2024-05-22,RA_4,Transportes,3
2024-05-22,RA_5,Conservação e Limpeza,2
2024-05-22,RA_5,Saúde (PIC),6
2024-05-22,RA_5,Iluminação Pública,3
2024-05-22,RA_5,Transportes,0
2024-05-22,RA_6,Conservação e Limpeza,4
2024-05-22,RA_6,Saúde (PIC),4
2024-05-22,RA_6,Iluminação Pública,3
2024-05-22,RA_6,Transportes,5
2024-05-22,RA_7,Conservação e Limpeza,9
2024-05-22,RA_7,Saúde (PIC),6
2024-05-22,RA_7,Iluminação Pública,6
2024-05-22,RA_7,Transportes,7
2024-05-22,RA_8,Conservação e Limpeza,3
2024-05-22,RA_8,Saúde (PIC),1
2024-05-22,RA_8,Iluminação Pública,3
2024-05-22,RA_8,Transportes,8
2024-05-22,RA_9,Conservação e Limpeza,4
2024-05-22,RA_9,Saúde (PIC),6
2024-05-22,RA_9,Iluminação Pública,8
2024-05-22,RA_9,Transportes,5
2024-05-22,RA_10,Conservação e Limpeza,4
2024-05-22,RA_10,Saúde (PIC),3
2024-05-22,RA_10,Iluminação Pública,5
2024-05-22,RA_10,Transportes,6
2024-05-22,RA_11,Conservação e Limpeza,7
2024-05-22,RA_11,Saúde (PIC),6
2024-05-22,RA_11,Iluminação Pública,7
2024-05-22,RA_11,Transportes,1
2024-05-22,RA_12,Conservação e Limpeza,3
2024-05-22,RA_12,Saúde (PIC),4
2024-05-22,RA_12,Iluminação Pública,6
2024-05-22,RA_12,Transportes,9
2024-05-22,RA_13,Conservação e Limpeza,3
2024-05-22,RA_13,Saúde (PIC),2
2024-05-22,RA_13,Iluminação Pública,6
2024-05-22,RA_13,Transportes,6
2024-05-22,RA_14,Conservação e Limpeza,4
2024-05-22,RA_14,Saúde (PIC),6
2024-05-22,RA_14,Iluminação Pública,3
2024-05-22,RA_14,Transportes,3
2024-05-22,RA_15,Conservação e Limpeza,5
2024-05-22,RA_15,Saúde (PIC),2
2024-05-22,RA_15,Iluminação Pública,2
2024-05-22,RA_15,Transportes,6
2024-05-22,RA_16,Conservação e Limpeza,3
2024-05-22,RA_16,Saúde (PIC),3
2024-05-22,RA_16,Iluminação Pública,8
2024-05-22,RA_16,Transportes,6
2024-05-22,RA_17,Conservação e Limpeza,3
2024-05-22,RA_17,Saúde (PIC),7
2024-05-22,RA_17,Iluminação Pública,7
2024-05-22,RA_17,Transportes,4
2024-05-22,RA_18,Conservação e Limpeza,3
2024-05-22,RA_18,Saúde (PIC),3
2024-05-22,RA_18,Iluminação Pública,8
2024-05-22,RA_18,Transportes,7
2024-05-22,RA_19,Conservação e Limpeza,7
2024-05-22,RA_19,Saúde (PIC),9
2024-05-22,RA_19,Iluminação Pública,3
2024-05-22,RA_19,Transportes,5
2024-05-22,RA_20,Conservação e Limpeza,3
2024-05-22,RA_20,Saúde (PIC),5
2024-05-22,RA_20,Iluminação Pública,5
2024-05-22,RA_20,Transportes,3
2024-05-22,RA_21,Conservação e Limpeza,6
2024-05-22,RA_21,Saúde (PIC),4
2024-05-22,RA_21,Iluminação Pública,3
2024-05-22,RA_21,Transportes,9
2024-05-22,RA_22,Conservação e Limpeza,6
2024-05-22,RA_22,Saúde (PIC),4
2024-05-22,RA_22,Iluminação Pública,4
2024-05-22,RA_22,Transportes,6
2024-05-22,RA_23,Conservação e Limpeza,3
2024-05-22,RA_23,Saúde (PIC),3
2024-05-22,RA_23,Iluminação Pública,9
2024-05-22,RA_23,Transportes,7
2024-05-22,RA_24,Conservação e Limpeza,12
2024-05-22,RA_24,Saúde (PIC),3
2024-05-22,RA_24,Iluminação Pública,8
2024-05-22,RA_24,Transportes,5
2024-05-22,RA_25,Conservação e Limpeza,7
2024-05-22,RA_25,Saúde (PIC),7
2024-05-22,RA_25,Iluminação Pública,4
2024-05-22,RA_25,Transportes,8
2024-05-22,RA_26,Conservação e Limpeza,5
2024-05-22,RA_26,Saúde (PIC),2
2024-05-22,RA_26,Iluminação Pública,8
2024-05-22,RA_26,Transportes,8
2024-05-22,RA_27,Conservação e Limpeza,4
2024-05-22,RA_27,Saúde (PIC),5
2024-05-22,RA_27,Iluminação Pública,8
2024-05-22,RA_27,Transportes,4
2024-05-22,RA_28,Conservação e Limpeza,7
2024-05-22,RA_28,Saúde (PIC),3
2024-05-22,RA_28,Iluminação Pública,7
2024-05-22,RA_28,Transportes,7
2024-05-22,RA_29,Conservação e Limpeza,9
2024-05-22,RA_29,Saúde (PIC),8
2024-05-22,RA_29,Iluminação Pública,7
2024-05-22,RA_29,Transportes,7
2024-05-22,RA_30,Conservação e Limpeza,5
2024-05-22,RA_30,Saúde (PIC),6
2024-05-22,RA_30,Iluminação Pública,6
2024-05-22,RA_30,Transportes,8
2024-05-22,RA_31,Conservação e Limpeza,7
2024-05-22,RA_31,Saúde (PIC),2
2024-05-22,RA_31,Iluminação Pública,9
2024-05-22,RA_31,Transportes,4
2024-05-22,RA_32,Conservação e Limpeza,4
2024-05-22,RA_32,Saúde (PIC),8
2024-05-22,RA_32,Iluminação Pública,9
2024-05-22,RA_32,Transportes,4
2024-05-22,RA_33,Conservação e Limpeza,9
2024-05-22,RA_33,Saúde (PIC),3
2024-05-22,RA_33,Iluminação Pública,4
2024-05-22,RA_33,Transportes,9
2024-05-23,RA_1,Conservação e Limpeza,1
2024-05-23,RA_1,Saúde (PIC),6
2024-05-23,RA_1,Iluminação Pública,2
2024-05-23,RA_1,Transportes,1
2024-05-23,RA_2,Conservação e Limpeza,3
2024-05-23,RA_2,Saúde (PIC),1
2024-05-23,RA_2,Iluminação Pública,3
2024-05-23,RA_2,Transportes,3
2024-05-23,RA_3,Conservação e Limpeza,3
2024-05-23,RA_3,Saúde (PIC),2
2024-05-23,RA_3,Iluminação Pública,0
2024-05-23,RA_3,Transportes,2
2024-05-23,RA_4,Conservação e Limpeza,5
2024-05-23,RA_4,Saúde (PIC),4
2024-05-23,RA_4,Iluminação Pública,3
2024-05-23,RA_4,Transportes,5
2024-05-23,RA_5,Conservação e Limpeza,1
2024-05-23,RA_5,Saúde (PIC),0
2024-05-23,RA_5,Iluminação Pública,1
2024-05-23,RA_5,Transportes,10
2024-05-23,RA_6,Conservação e Limpeza,5
2024-05-23,RA_6,Saúde (PIC),5
2024-05-23,RA_6,Iluminação Pública,9
2024-05-23,RA_6,Transportes,3
2024-05-23,RA_7,Conservação e Limpeza,11
2024-05-23,RA_7,Saúde (PIC),1
2024-05-23,RA_7,Iluminação Pública,8
2024-05-23,RA_7,Transportes,2
2024-05-23,RA_8,Conservação e Limpeza,1
2024-05-23,RA_8,Saúde (PIC),2
2024-05-23,RA_8,Iluminação Pública,4
2024-05-23,RA_8,Transportes,2
2024-05-23,RA_9,Conservação e Limpeza,5
2024-05-23,RA_9,Saúde (PIC),4
2024-05-23,RA_9,Iluminação Pública,3
2024-05-23,RA_9,Transportes,6
2024-05-23,RA_10,Conservação e Limpeza,7
2024-05-23,RA_10,Saúde (PIC),3
2024-05-23,RA_10,Iluminação Pública,4
2024-05-23,RA_10,Transportes,5
2024-05-23,RA_11,Conservação e Limpeza,5
2024-05-23,RA_11,Saúde (PIC),5
